date,pmi_level,pmi_delta,ppi_level,ppi_delta,vix_level,dxy_level,real_rate_level,cn_pmi_level,cn_pmi_delta,cn_ppi_level,cn_ppi_delta,us10y_level,us10y_delta,yield_spread_level,yield_spread_delta,credit_impulse_level,credit_impulse_delta,commodity_mom
1996-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-06,0.8613094411078375,0.0,1.2912927669221625,0.0,0.7107740126105946,-0.5324305961548479,0.0,0.0,0.0,0.0,0.0,1.1381571218019741,0.0,0.1762467038352935,0.0,0.0,0.0,0.0
1996-09-13,0.8338311995689907,0.0,1.2297503614832062,0.0,-0.8242620804468878,0.4799031921475937,0.0,0.0,0.0,0.0,0.0,0.15842478289891543,0.0,0.8051175601825419,0.0,0.0,0.0,0.0
1996-09-20,0.8088254940075269,0.0,1.1762439857747289,0.0,-0.4424798693915677,0.3047152181523432,0.0,0.0,0.0,0.0,0.0,0.6867516764485962,0.0,-0.28705541944927465,0.0,0.0,0.0,0.0
1996-09-27,0.7859424581789994,0.0,1.1291643925852242,0.0,-0.06387325520035987,0.6207898037205805,0.0,0.0,0.0,0.0,0.0,-0.16377808868687427,0.0,0.15663287241916002,0.0,0.0,0.0,0.0
1996-10-04,0.7639757669436489,0.0,1.011215233836785,0.0,-1.1282328619633615,0.937396443864386,0.0,0.0,0.0,0.0,0.0,-1.138910933097279,0.0,0.5968999322865932,0.0,0.0,0.0,0.0
1996-10-11,0.7445759248934478,0.0,0.9787600452335563,0.0,-0.8730934566785793,0.7083278033165977,0.0,0.0,0.0,0.0,0.0,-0.7632681584404472,0.0,0.5838480365705286,0.0,0.0,0.0,0.0
1996-10-18,0.7265826672580776,0.0,0.9492417780510077,0.0,-0.8411897865923575,1.2100156561661575,0.0,0.0,0.0,0.0,0.0,-0.9868679458764272,0.0,0.11785113019775807,0.0,0.0,0.0,0.0
1996-10-25,0.7098338429693636,0.0,0.922242633095959,0.0,1.0168830894700254,0.2615731650815613,0.0,0.0,0.0,0.0,0.0,-0.7634714540998916,0.0,0.8041131376518671,0.0,0.0,0.0,0.0
1996-11-01,0.6900369113556201,0.0,0.5549754773105006,0.0,1.4577325087835975,-0.3005512872563166,0.0,0.0,0.0,5.744562646538029,0.0,-1.5078586009084178,0.0,-0.37408451162843365,0.0,0.0,0.0,0.0
1996-11-08,0.6755282788416904,0.0,0.544598833285776,0.0,-0.3080369411106667,-0.974749971134354,0.0,0.0,0.0,4.06201920231798,0.0,-1.8347103377614058,0.0,-1.7093116857374184,0.0,0.0,0.0,0.0
1996-11-15,0.6618979446594615,0.0,0.5347832897754693,0.0,-1.4487163885509555,-0.8635747702613294,0.0,0.0,0.0,3.3166247903554003,0.0,-2.1333791946774876,0.0,-2.0161000958050583,0.0,0.0,0.0,0.0
1996-11-22,0.6490607261908824,0.0,0.5254800361077365,0.0,-0.9548522180993904,-1.0140616210692488,0.0,0.0,0.0,2.8722813232690143,0.0,-2.1356924902360985,0.0,-2.742424225279582,0.0,0.0,0.0,0.0
1996-11-29,0.6369425756467989,-0.8638301566488584,0.5166460065107352,-1.5666750797232831,0.8814722660099694,0.7134819541269224,0.0,0.0,0.0,2.569046515733026,2.0493901531919194,-2.3071047390667103,-2.1338881278273014,-2.319129136821151,-1.7422827384420214,0.0,0.0,-1.192228354649565
1996-12-06,0.6321793578991681,-0.8302296825686053,1.06255609823171,-0.9090490564643853,2.12318177481587,1.38092086330542,0.0,0.0,0.0,-0.040681939826230154,-0.18577476870959744,-1.4323880571633583,-1.0446029180154806,-1.1577224734721445,-1.2724238917671395,0.0,0.0,-0.6068786998292134
1996-12-13,0.6211318642297708,-0.8054160945177922,1.0346893098048242,-0.87978027903361,3.2989072400486585,1.608980011404287,0.0,0.0,0.0,-0.04016936593624937,-0.1823148770765647,-1.11840493589346,-1.1025705156619199,-0.5878530088493783,-0.20728007252314995,0.0,0.0,0.8106970128183351
1996-12-20,0.6106440115499936,-0.782702151507415,1.0089059839050172,-0.8531679826773809,1.677775959438052,1.4850090549740556,0.0,0.0,0.0,-0.039675690892046186,-0.17904136580022123,-1.0124088125452115,-0.5948510576192729,-1.2957758520310498,-0.9820648045184277,0.0,0.0,0.35906865684084127
1996-12-27,0.6006700911851907,-0.7608836182346121,0.9849588061182923,-0.7385788856334409,1.7710946334687196,1.530537929581921,0.0,0.0,0.0,-0.03919978117872117,-0.1759380806914776,-1.1774101625534026,-0.197488576485394,-1.7620286184630773,-1.559305209802976,0.0,0.0,0.9621614332176185
1997-01-03,0.6088589151827266,-0.7257446950458645,2.2670317735436813,0.8598349383542776,1.689829119976184,2.0453898385401796,0.0,0.0,0.0,3.070528698386756,2.5595497394855546,-0.29831641835612105,0.19939564057634868,-0.3069643854336811,-0.4977578155475674,0.0,0.0,-1.8199368344124243
1997-01-10,0.5993806416058476,-0.7085078705458108,2.120687927257984,0.8366833630930502,1.8999506537579929,2.3934823065997493,0.0,0.0,0.0,2.75462404812708,2.295223255487605,0.1423353425762149,0.6193293640331576,-0.3031316972291151,-0.22787447292611415,0.0,0.0,-0.7287975812742595
1997-01-17,0.5903316713224799,-0.6924436048117734,1.9994579345042383,0.8153065296178228,1.2467955585830965,3.1162383189861704,0.0,0.0,0.0,2.5196808606351997,2.0988517296479032,-0.14071328209420153,0.3128806822598719,-0.48164717491476067,-0.7496252697116936,0.0,0.0,-1.0939025478593316
1997-01-24,0.5816805454135873,-0.673251940370375,1.8968934721108082,1.1900122693565403,1.6085741550215409,3.616593796176989,0.0,0.0,0.0,2.33613783615589,-0.03371283102299677,0.18609801911202445,0.9511950132624881,-0.2913042686284134,0.06492060955463703,0.0,0.0,0.9843398106124672
1997-01-31,0.5837855497882605,-0.6499040808685367,2.407495180877042,1.966218605521122,1.6257541167977223,3.65060597550092,0.0,0.0,0.0,0.27653739513303244,-1.8739196984015614,-0.2679086194043338,0.8727946147231757,0.0852321582807346,1.1299244957650816,0.0,0.0,-0.2367606039733763
1997-02-07,0.5756325292741398,-0.6370876019095573,2.2502938309172382,1.8423172024543844,1.2546564878324613,3.49281613157875,0.0,0.0,0.0,0.27342391490370715,-1.7636923354039826,-0.677104752777609,0.8516239583030532,-0.2929129679517246,1.0948750160307825,0.0,0.0,-0.8969383307505019
1997-02-14,0.5678118269715863,-0.6250006402409678,2.1203447276918053,1.739227981368941,1.3761304888023396,3.593952671750282,0.0,0.0,0.0,0.2704132830864862,-1.6708768466207147,-1.2746659603290742,0.5343875796738656,-1.755667704631021,0.6707551841101048,0.0,0.0,1.9763578852404646
1997-02-21,0.5603014639082283,-0.6135765151466569,2.01058645464375,1.6517090045674996,2.054288144096877,3.2196963573392035,0.0,0.0,0.0,0.26749995922040326,-1.5913243619627648,-0.9217795266456985,0.9878441967405811,-1.3400654218188588,0.7911440091372821,0.0,0.0,2.7751902662957892
1997-02-28,0.5331362275627138,-0.6276966037857278,0.8905736324271288,-0.40725098527475634,2.22071546349942,2.852477654352884,0.0,0.0,0.0,2.3144013989698315,1.7994845432724293,-0.08145577687627094,0.9631223762050931,-1.9831425138200651,-0.5839631304057417,0.0,0.0,3.446992801053367
1997-03-07,0.5265479264310329,-0.6167705599450054,0.8753187882890016,-0.40129703226337676,1.2337296750789795,3.0402622429824953,0.0,0.0,0.0,2.1823913165166045,1.7090190323377485,-0.03868750439717332,0.7774653607292434,-1.8936753327461147,-0.9782797401561589,0.0,0.0,1.55173741374782
1997-03-14,0.4966263515752162,-0.6063959023058091,0.842883684066976,-0.3955968070080616,1.4330160240229974,2.5861415333134845,0.0,0.0,0.0,2.0468130251237806,1.630955233219188,0.5398096511101315,1.0880814085475696,-0.8115122131631349,0.41323333276335206,0.0,0.0,1.9605528899292377
1997-03-21,0.46632306418021297,-0.5965277619125366,0.8114459826387453,-0.39013278576829,1.3204390620645408,2.297356119196289,0.0,0.0,0.0,1.9287045992035456,1.5626961305984195,0.6391126562176,1.2730042512069566,-2.0750455304615283,-0.2889068194648419,0.0,0.0,1.195432261676948
1997-03-28,0.4354457807002625,-0.6049169605417039,0.7809410982041514,-1.781174040923273,1.6860935293172834,1.9644540041323066,0.0,0.0,0.0,1.8243743211012524,-0.4248815170901079,1.2774032969855686,1.0763526081615775,-1.9668963939279003,-1.381687574848389,0.0,0.0,2.3348158990431678
1997-04-04,0.3818767946134839,-0.6127558886572881,-0.324569110326485,-2.8264523179906242,1.0085711050217518,1.9906598470705688,0.0,0.0,0.0,1.8839029073481217,-0.26674443711742457,1.3119579607483143,0.8084194890435652,-1.482928196052897,-0.9376328303710478,0.0,0.0,0.3912575738098001
1997-04-11,0.34806244781461987,-0.6033971639743437,-0.3663735543037145,-2.5755846334855854,1.2321097135753125,2.299347429805833,0.0,0.0,0.0,1.7847058649031258,-0.26355567809415165,1.4962259357642436,1.1437434319486657,-1.8662818735624875,-1.1870943241871814,0.0,0.0,0.3247174872651847
1997-04-18,0.31227287802954085,-0.5944545563052707,-0.4121074026309145,-2.3814989536548685,0.704358445466687,2.070455035473062,0.0,0.0,0.0,1.6956643091116919,-0.26047861000112515,0.8867384969567118,0.5196924921806088,-2.1773798334339234,-1.6754456270913105,0.0,0.0,-0.6651875544575981
1997-04-25,0.273625702674191,-0.5963323666601394,-0.46269774723522866,-2.7505993941148272,1.802917064227021,2.148497021779383,0.0,0.0,0.0,1.614995336494192,1.348062080714421,1.2480739264577139,1.0869612860358244,-2.297324031012779,-2.0945036228907608,0.0,0.0,-0.014333163707489105
1997-05-02,0.21027765305526355,-0.5991491164423347,-1.3015138403631965,-3.022213648250107,0.020561773478751818,2.0172290627076315,0.0,0.0,0.0,-0.5052948187357171,-0.8008446296894218,0.21430480929615764,0.6265685940636602,-1.9388534205139794,-1.5107803204336387,0.0,0.0,-0.25608980985675783
1997-05-09,0.15584322589794,-0.5908434905105198,-1.3670592347942487,-2.7461959178304056,1.2388054751249304,1.3529565055247517,0.0,0.0,0.0,-0.5132993113845552,-0.7874936947743144,0.1800244869903263,1.0026220970447124,-1.7509251369013903,-0.3330951220528412,0.0,0.0,-0.48153918063227985
1997-05-16,0.07941612113004745,-0.582873963735335,-1.439955198015049,-2.5341867771025193,1.8474684950237592,1.1306916847850716,0.0,0.0,0.0,-0.5213950337921046,-0.774788965939701,0.2990169010152627,0.845899969993579,-1.7954417705642676,-0.7168685054702497,0.0,0.0,-1.5766550811680544
1997-05-23,-1.5218266366629802,-0.5552070225504607,-1.5218266366625557,-1.577363357501724,0.16919092991737963,1.0851713088150725,0.0,0.0,0.0,-0.5295847107492575,-2.321604719645975,0.45513278398306944,0.38638064585599846,-0.782250473935568,0.7268879214418346,0.0,0.0,-2.2437984497680543
1997-05-30,-1.4749976653303003,-0.5482200605618063,-1.4749976653299084,-1.5260406514332923,0.6737973059350717,1.2027191763370118,0.0,0.0,0.0,-0.5378711730695014,-2.1885467443845346,0.18410843042034936,0.15536151626013833,-1.2914429136533176,0.19344100782421028,0.0,0.0,-0.9585513906141603
1997-06-06,-1.391149044947221,-0.5179558313940625,-1.3911490449468666,-1.437372755914512,0.5294599896202662,1.3272442409903253,0.0,0.0,0.0,-0.4947360661808093,-2.0209203535294566,-0.44894602715519055,-0.6830714700041497,-2.003442913349233,-1.3709829066411279,0.0,0.0,-1.1546624739826754
1997-06-13,-1.3522281056897023,-0.4880145902581302,-1.3522281056893715,-1.3775890479627166,0.6805890310608367,1.3411703634534948,0.0,0.0,0.0,-0.5043032723419217,-1.91612043465892,-0.7521052044252344,-0.972648984392588,-1.7911224761331457,-0.15561807150275622,0.0,0.0,-1.3046912575449887
1997-06-20,-1.315199318151027,-0.4576614136220414,-1.3151993181507173,-1.32179574680727,1.0846731025652285,1.165760798549523,0.0,0.0,0.0,-0.5140035218150094,-1.8225449486727663,-0.9711304302230283,-1.5768969496244778,-2.2831374342842583,-0.7974416872240474,0.0,0.0,-1.216185744809619
1997-06-27,-1.279892558800488,-0.4047743754296122,-1.2798925588001975,-0.5259327827323609,1.5333001652786147,1.1827617489253412,0.0,0.0,0.0,-0.5238416348059399,-1.8551037066071991,-0.5621040363350779,-1.310674054337691,-1.2217846485976769,-0.06991345596220687,0.0,0.0,-0.02954651716566563
1997-07-04,-1.5106473258169335,-0.3770143786045055,-1.5106473258166075,-0.6632010592871457,-0.14639625259616837,1.1837609265323976,0.0,0.0,0.0,-2.661289462597849,-3.25016648152795,-1.1771377608511964,-1.8520656411739125,-1.7635925640970678,-0.3317482871036488,0.0,0.0,-1.006941751661521
1997-07-11,-1.4626877012406092,-0.34297753249769,-1.4626877012403452,-0.6346705216323162,0.44693355184486633,1.2783947333591836,0.0,0.0,0.0,-2.478247156611639,-2.9122342732825293,-1.4676600160727584,-1.5991589812467895,-2.1162603173540124,-0.4571023061480645,0.0,0.0,-1.5645238852649739
1997-07-18,-1.417511998452122,-0.3068817088513134,-1.417511998451843,-0.6064462486498069,1.91930081430182,1.475811593302922,0.0,0.0,0.0,-2.323600884273271,-2.652311847983418,-1.36482607703671,-1.765284081383883,-2.0978710536942544,-0.29354493148646177,0.0,0.0,-1.5185954519318352
1997-07-25,-1.3748287254696965,-0.2474810751888198,-1.3748287254694365,-0.08276814176499048,1.1782340918654748,1.8290344156837433,0.0,0.0,0.0,-2.190456424213138,-1.2936506150805933,-1.5572867406843418,-1.157768777762668,-2.178139208648773,-0.8871877736958386,0.0,0.0,-1.2051617218432007
1997-08-01,-1.6056801967325802,-0.20959514653981826,-1.6056801967323278,-0.25337559528171943,1.7752598449477863,2.0325801064798683,0.0,0.0,0.0,-3.035052211328706,-2.0419958321998193,-1.4168601285957152,-1.0517107786964586,-2.04901739252117,-1.0307783947905822,0.0,0.0,-1.493819972926767
1997-08-08,-1.5428125171648457,-0.15318583371679917,-1.54281251716455,-0.22707189764018526,1.7648348547074655,1.794711175497115,0.0,0.0,0.0,-2.760699610474096,-1.9268374308768146,-0.6437529757227666,-0.6242042880852046,-1.4465331187580777,-0.1317213720685505,0.0,0.0,-0.9210391781916185
1997-08-15,-1.484483403745937,-0.20012542079562615,-1.48448340374573,-0.20012542079572104,2.49118263499163,1.612964670373068,0.0,0.0,0.0,-2.541944024409377,-1.8248883739060884,-1.0713246522341624,-1.0085104536426501,-0.985782032330119,-0.5558853353223755,0.0,0.0,-0.38266493753279507
1997-08-22,-1.430108536114989,-0.192519527222636,-1.4301085361147678,-0.19251952722272725,2.4712999077122864,1.4884346555060357,0.0,0.0,0.0,-2.361763996826931,-1.733619929084474,-0.5878382345153349,-0.5061673829563218,-0.9504294521816583,0.07040091115013308,0.0,0.0,0.12196177516078165
1997-08-29,-1.379203030437629,-0.21021071102156685,-1.3792030304374248,-0.21021071102166655,2.302706047876576,1.4206219323414713,0.0,0.0,0.0,-2.209651740405335,-1.6756932836210268,-0.7257804650609057,-0.16819867418863693,-1.2272006335689227,0.5870867742123076,0.0,0.0,-0.4811188392800436
1997-09-05,-0.9996503288828426,0.06430261553758274,-0.9996503288827296,0.06430261553761334,1.99414800727049,1.3192995113331094,0.0,0.0,0.0,-2.6780616389020584,-2.1575032330422874,-0.5674104807808,0.13515636665152342,-0.9744787906987983,0.7308526762810019,0.0,0.0,0.1473342092418242
1997-09-12,-0.9675317381160141,0.07224435112065167,-0.9675317381158774,0.07224435112068621,2.20203283087065,1.0310538368462003,0.0,0.0,0.0,-2.468392259462796,-2.0256086543851892,-0.8872126493827662,0.07316191773960236,-1.261636448884021,1.0628978274330332,0.0,0.0,0.4023531001714366
1997-09-19,-0.9365424493401246,0.0802250268875606,-0.9365424493400105,0.08022502688759911,1.2250098221552952,1.0264280914647677,0.0,0.0,0.0,-2.294856839353153,-1.9103802225117266,-1.7068773626539329,-0.6941110782863127,-2.0280681767236173,-1.4360286875858022,0.0,0.0,0.34043164089552375
1997-09-26,-0.9065856180782997,0.26807296735881697,-0.9065856180781923,0.2680729673589463,1.0019280055027655,0.8436649987578845,0.0,0.0,0.0,-2.1477764477608856,-0.8538062848266437,-1.6667314468776029,-0.32050401616722096,-1.9314736349913966,-0.6239903578383482,0.0,0.0,2.0836719221265714
1997-10-03,-0.6598930510667325,0.45145217799714377,-0.6598930510666594,0.4514521779973616,0.6932162139028495,0.7870784495827726,0.0,0.0,0.0,-2.1438942922005935,-0.9596354988968959,-1.8650228714092847,-0.30217359022451085,-1.7576976759443241,0.1956153877027463,0.0,0.0,4.192958693674259
1997-10-10,-0.6403016464278368,0.4526702707578504,-0.6403016464277671,0.45267027075806904,-0.06428059948909084,0.6359653402707081,0.0,0.0,0.0,-2.016675304903754,-0.9273219333178526,-1.2281091323085758,0.0488228092310612,-1.6983111869210945,0.38673490820437056,0.0,0.0,3.231684280262458
1997-10-17,-0.621037159255936,0.4538900912289506,-0.6210371592558698,0.45389009122917007,0.7168030814515046,0.819975460763608,0.0,0.0,0.0,-1.905138311539863,-0.896082758017182,-1.105963092700695,0.2524955549486986,-1.9321257057632,0.24431363743997908,0.0,0.0,2.161443235379527
1997-10-24,-0.6020769406629446,0.6558364256456505,-0.6020769406628664,0.655836425645966,1.3036248559041355,0.842661619778144,0.0,0.0,0.0,-1.8061028201845317,-0.2468165684638304,-1.6744209922743902,-0.23456130662559205,-2.2550261155793647,-0.39395551388698163,0.0,0.0,0.6544555077428903
1997-10-31,-0.25558629376614866,0.9113803245412972,-0.25558629376610037,0.9113803245417288,4.74792346727918,0.26362538208535535,0.0,0.0,0.0,-1.6601456342635565,-0.154043786915919,-2.1995566234895283,-1.1665395353559378,-2.2293751772434836,-1.3755747107814564,0.0,0.0,0.8742378995875477
1997-11-07,-0.2501091640698584,0.8902345090359987,-0.250109164069811,0.890234509036414,4.161853379550693,0.09634659200340548,0.0,0.0,0.0,-1.583081200508308,-0.12894719726076045,-1.8792781591447745,-0.6942972939683073,-2.270500476501397,-2.2490994515071097,0.0,0.0,0.6327126298627856
1997-11-14,-0.2446457119096135,0.8696284620779348,-0.2446457119096122,0.8696284620783344,3.115920339016219,0.3268005609723741,0.0,0.0,0.0,-1.5124764843044576,-0.10316071528200058,-1.9401589248092015,-1.1044960681150637,-2.376207479993008,-2.5413042807570507,0.0,0.0,0.6236643855300285
1997-11-21,-0.23919543217396688,0.8495301275095765,-0.2391954321739361,0.8495301275099614,1.3112290905857544,0.43800784446652385,0.0,0.0,0.0,-1.447362943736242,-0.07657140252735808,-1.9941196045122296,-1.146320210746388,-2.3687108415724945,-2.280968453426235,0.0,0.0,1.6664736983546231
1997-11-28,-0.2337578248370328,0.5732679591962805,-0.2337578248370028,0.5732679591965386,1.4453502409342494,0.8080391791296139,0.0,0.0,0.0,-1.3869617033374682,0.5323329294843224,-1.8074904256785598,-1.1774106593466365,-2.4996661993442575,-2.8878755407026206,0.0,0.0,0.7850463666602615
1997-12-05,0.0612248865505341,0.7835985935822988,0.06122488655054134,0.7835985935826478,0.22975718012704538,1.1570387405359837,0.0,0.0,0.0,-0.7743995940982177,1.2720756447668555,-1.5483750617464132,-0.7835033835537634,-2.1839670689055968,-2.077692866164722,0.0,0.0,0.6503850462552018
1997-12-12,0.06936204211759113,0.767831273267263,0.06936204211758216,0.7678312732676013,1.490449254457254,1.0887777341176645,0.0,0.0,0.0,-0.7482239059343745,1.2471979750137177,-2.0201179410982886,-0.7418023054617949,-2.132905087835336,-1.1136251823680303,0.0,0.0,1.7297198533569378
1997-12-19,0.07754021355766626,0.7523558624913177,0.07754021355765622,0.7523558624916458,1.7101883879566921,0.9719673008383344,0.0,0.0,0.0,-0.7226358883856526,1.2231398553261468,-1.9662088469728014,-0.7684996116882444,-2.3441378679085436,-1.6843291229630015,0.0,0.0,1.7377420558990926
1997-12-26,0.08576142032646036,0.5704141793478456,0.085761420326434,0.5704141793480927,1.647565866998669,1.011499596008148,0.0,0.0,0.0,-0.697584116308794,1.334465266147704,-1.784809527702938,-0.470261741994463,-2.1886101358461896,-1.7427453848848111,0.0,0.0,1.0660294670886685
1998-01-02,-0.7941508059776654,-0.10743181353283239,-0.7941508059775748,-0.10743181353287999,0.2539424518404593,1.6895924155689737,0.0,0.0,0.0,-1.227754808686285,0.634259434418004,-1.9055757502293107,-1.0764610248118303,-1.9444409714376913,-1.4323139856136136,0.0,0.0,0.42702640263011965
1998-01-09,-0.7636967210174068,-0.08569725168437871,-0.7636967210173015,-0.08569725168441752,1.433805256154732,2.0736072052188077,0.0,0.0,0.0,-1.1825189331189288,0.666788828712779,-2.464383473609649,-1.812657274138343,-0.8582109039853062,0.7440814237046222,0.0,0.0,0.13511639094140304
1998-01-16,-0.7340385072083794,-0.0635036967690261,-0.7340385072082736,-0.0635036967690556,-0.2171097405777312,2.049289408503441,0.0,0.0,0.0,-1.139751637729442,0.7013467579129814,-1.9643441127043377,-0.9362131448603205,-1.1039469452241442,0.7287704148834114,0.0,0.0,1.724477166464263
1998-01-23,-0.7051436234286241,-0.30853197044168107,-0.7051436234285338,-0.30853197044182945,0.15677424493974917,0.800038820417626,0.0,0.0,0.0,-1.0992233267770026,0.6323359495230919,-1.4802634254879927,0.0065198598575539075,-0.4260882223484065,1.8583441379216246,0.0,0.0,2.1017005752073303
1998-01-30,-0.6867639042263134,-0.27556919681205766,-0.6867639042262303,-0.2755691968122004,-0.2891505956128521,1.9481180668501632,0.0,0.0,0.0,-1.0575279345437971,0.6193618326124837,-1.8132862673219552,-0.6149583550251458,-0.9134453016598583,1.300204671285769,0.0,0.0,2.2410999407184566
1998-02-06,-2.406985805191777,-1.4781638435483881,-2.406985805191338,-1.4781638435491866,-0.5262810196276442,1.2425931493633793,0.0,0.0,0.0,-1.7223158349338779,-0.3763276302546088,-1.5176046334047952,-0.22113538554276277,-0.6565952114093669,1.9902372409612243,0.0,0.0,3.09003159226386
1998-02-13,-2.4068164499921276,-1.4466119054274427,-2.4068164499916715,-1.4466119054282673,-0.6901969496485331,1.4995747522816247,0.0,0.0,0.0,-1.6406625507028334,-0.36717728315533565,-1.7433430145779116,-0.457298027196101,-1.4554473094633953,0.9509720427472916,0.0,0.0,2.24955210006595
1998-02-20,-2.4457757376452567,-1.4221847064860391,-2.445775737644735,-1.422184706486907,-0.8789051486633174,1.5355200171815893,0.0,0.0,0.0,-1.5662550309746444,-0.3580775409706601,-1.5513779808216133,-0.400592162809025,-1.4026664011720902,1.4336257647048176,0.0,0.0,1.8366782388134948
1998-02-27,-2.3345578705066097,-1.6077474740483295,-2.334557870506106,-1.6077474740492799,-0.9664038946983204,1.2283958570935725,0.0,0.0,0.0,-1.5090457381346318,-1.0971320468028765,-1.3106049563523605,-0.3136901468270799,-1.780981959001913,0.47665317823459036,0.0,0.0,1.6505479597418358
1998-03-06,-2.637343745275873,-1.8161546439627572,-2.6373437452753348,-1.8161546439637826,-0.8262267697129045,1.6153039745730409,0.0,0.0,0.0,-3.4138529356261067,-3.8014354508017565,-1.0191689328536446,0.5798491450175418,-1.1244123629032825,1.4860727615526872,0.0,0.0,0.42184908257306714
1998-03-13,-2.5080439874958396,-1.727736649118734,-2.508043987495347,-1.7277366491196737,-0.9187324926744115,1.137376939262602,0.0,0.0,0.0,-3.0711695380015938,-3.351081627514957,-1.3084143294504356,0.21945589334558155,-1.6080670738825358,1.247389181820855,0.0,0.0,0.11765599750128702
1998-03-20,-2.4028346747863276,-1.6478312353664215,-2.4028346747858644,-1.6478312353672908,-0.9156024344170289,1.43179034244121,0.0,0.0,0.0,-2.8087717822989107,-3.0228407640082935,-1.2816107380752708,0.1371086537339068,-1.7541457584904525,0.8876688736021497,0.0,0.0,-0.4554945689306563
